ISBN,Title,Author,Publisher,Published Date,Price (Tax Included),Price (Tax Excluded)
9784480076403,歴史学はこう考える,松沢裕作／本文,筑摩書房,20240911,940,854
9784062938426,小説ちはやふる. 上の句,末次,由紀 有沢,ゆう希,1988-,講談社,201801,580,527
9784334039868,データ分析の力 : 因果関係に迫る思考法,伊藤,公一朗,1982-,光文社,201704,780,709
9784061596818,江戸城の宮廷政治 : 熊本藩細川忠興・忠利父子の往復書状,山本,博文,1957-2020,講談社,200411,1100,999
9784309409351,フルタイムライフ,柴崎,友香,1973-,河出書房新社,200811,570,518
9784344430037,口笛の上手な白雪姫,小川,洋子,1962-,幻冬舎,202008,550,499
9784167916480,清張地獄八景,みうら,じゅん,1958-,文藝春秋,202102,970,881
9784774196473,前処理大全 = Law of Awesome Data Scientist : データ分析のためのSQL/R/Python実践テクニック,本橋,智光 ホクソエム,技術評論社,201804,3000,2727
